course_code,title,description,source
APMA 1930E, Ocean Dynamics,Works through the popular book by Henry Stommel entitledA View of the Sea.Introduces the appropriate mathematics to match the physical concepts introduced in the book.,Bulletin
APMA 1930G, The Mathematics of Sports,"Topics to be discussed will range from the determination of who won the match, through biomechanics, free-fall of flexible bodies and aerodynamics, to the flight of ski jumpers and similar unnatural phenomena. Prerequisite:APMA 0340or equivalent, or permission of the instructor.",Bulletin
APMA 1930H, Scaling and Self-Similarity,"The themes of scaling and self-similarity provide the simplest, and yet the most fruitful description of complicated forms in nature such as the branching of trees, the structure of human lungs, rugged natural landscapes, and turbulent fluid flows. This seminar is an investigation of some of these phenomena in a self-contained setting requiring little more mathematical background than high school algebra.Topics to be covered: Dimensional analysis; empirical laws in biology, geosciences, and physics and the interplay between scaling and function; an introduction to fractals; social networks and the ""small world"" phenomenon.",Bulletin
APMA 1930I, Random Matrix Theory,"In the past few years, random matrices have become extremely important in a variety of fields such as computer science, physics and statistics. They are also of basic importance in various areas of mathematics. This class will serve as an introduction to this area. The focus is on the basic matrix ensembles and their limiting distributions, but several applications will be considered. Prerequisites:MATH 0200or0350; andMATH 0520or0540; andAPMA 0350,0360,1650, and1660.APMA 1170andMATH 1010are recommended, but not required.",Bulletin
APMA 1930J, Mathematics of Random Networks,"An intro to the emerging field of random networks and a glimpse of some of the latest developments. Random networks arise in a variety of applications including statistics, communications, physics, biology and social networks. They are studied using methods from a variety of disciplines ranging from probability, graph theory and statistical physics to nonlinear dynamical systems. Describes elements of these theories and shows how they can be used to gain practical insight into various aspects of these networks including their structure, design, distributed control and self-organizing properties. Prerequisites: Advanced calculus, basic knowledge of probability. Enrollment limited to 40.",Bulletin
APMA 1930M, Applied Asymptotic Analysis,"Many problems in applied mathematics and physics are nonlinear and are intractable to solve using elementary methods. In this course we will systematically develop techniques for obtaining quantitative information from nonlinear systems by exploiting small scale parameters. Topics will include: regular and singular perturbations, boundary layer theory, multiscale and averaging methods and asymptotic expansions of integrals. Along the way, we will discuss many applications including nonlinear waves, coupled oscillators, nonlinear optics, fluid dynamics and pattern formation.",Bulletin
APMA 1930P, Mathematics and Climate,"Mathematical models play a critical role in projecting and understanding climate processes. This course will discuss techniques for application of theoretical models, computational experiments, and data analysis in climate science, including oceanic, atmospheric, and ecological phenomena. Intended for students in applied mathematics and other concentrations with quantitative skills who are interested in applying their knowledge to mathematical modeling and climate problems. No previous coursework in climate science is required. Physical science concepts and mathematical techniques will be introduced throughout the course. Students will develop collaborative or individual projects later in the semester. Prerequisites:APMA 0360, orAPMA 0340, or written permission;APMA 1650is recommended. Course has undergraduate version (APMA 1930P) and graduate version (APMA 2822P). The graduate version will engage more deeply with mathematical aspects of constructing models and performing mathematical modeling research.",Bulletin
APMA 1930Q, Mathematical Models of Cortical Dynamics,"A Senior Applied Mathematics seminar on brain modeling, emphasizing: stochastic aspects of cortical dynamics; mean-field approaches to the analysis of large networks; models of spike-timing-dependent plasticity; the emergence of network motifs and their role in cortical function. Open to Neuroscience and CLPS students with adequate mathematical and computational preparation. Background in neuroscience desirable but not required.",Bulletin
APMA 1930U, Introduction to Stochastic Differential Equations,"This seminar course serves as an introduction to stochastic differential equations at the senior undergraduate level. Topics covered include Brownian motion and white noise, stochastic integrals, the Itô calculus, existence and uniqueness of solutions to Itô stochastic differential equations, and the Feynman-Kac formula. More advanced topics, such as fractional Brownian motion, Lévy processes, and stochastic control theory, may be addressed depending on the interests of the class and time restrictions.",Bulletin
APMA 1930W, Probabilities in Quantum Mechanics,"We will start from scratch. We will be rigorous, while making a careful accounting of the (surprisingly few) conceptual assumptions that lead inexorably to consequences that are almost impossible to believe. With an eye on some of the most startling and vexing of these, we will construct a minimum mathematical foundation sufficient to explore: the abrupt transition from the weird quantum to the familiar classical world; the uncertainty principles; teleportation; Bell’s theorem and the Einstein-Bohr debates; quantum erasure; the Conway-Kochen “free-will theorem”; (unbreakable) quantum encryption, and, an introduction to quantum computing.SprAPMA1930WS0126622MWF1:00-1:50(06)(S. Geman)",Bulletin
APMA 1930X," Probability, Optimization, and Stochastic Calculus","This senior seminar will explore various topics in probability, including stochastic processes, stochastic optimization including optimal stopping and optimal stochastic control, Brownian motion, stochastic calculus, connection to partial differential equations, and some of their applications. The class format will involve both lectures and class discussions. Calculus based undergraduate probability, such asAPMA 1650/1655orMATH 1210/1610, is required. Minimal experience in MATLAB is recommended, but not required.",Bulletin
APMA 1931A," Convexity: Convex Analysis, Geometry and Optimization","Convexity lies at the heart of modern mathematics, extending its influence into analysis, geometry, and optimization. This course will explore various topics related to convexity, drawn from a wide range of fields yet unified by common analytical and geometric techniques. As a senior seminar course, our aim is not to cover one specific subject exhaustively, but rather to introduce diverse concepts that provide a broader understanding of the methods involved in addressing both theoretical and applied mathematical questions related to convexity. The course will broadly cover: --Convex Sets: Separation properties, Supporting Hyperplanes, Volume, Surface area, Minkowski Problem, Isoperimetric Inequality, Steiner’s formula, Caratheodory’s theorem, Duality. --Convex Functions: Derivatives, Rademacher’s theorem, Helly’s Theorem, Minmax principles, Duality, and Cyclic monotonicity. --Convex Optimization: Optimality conditions, Duality, Gradient methods, Subgradients, Newton’s method, and relevant applications.FallAPMA1931AS0119332MWF11:00-11:50(16)(V. Semenov)",Bulletin
APMA 1931B, Foundations of Machine Learning,"This course offers a principled exploration of the foundational ideas and theoretical underpinnings of machine learning. Students will examine key learning theory concepts—such as empirical risk minimization, bias–variance tradeoff, computational complexity, and cross-validation—and study classical supervised and unsupervised methods, including linear regression, kernel methods, and principal component analysis. The course will also introduce important algorithmic paradigms like stochastic gradient descent and neural networks.FallAPMA1931BS0118236M3:00-5:30(03)(Y. Sohn)",Bulletin
APMA 1940A, Coding and Information Theory,"In a host of applications, from satellite communication to compact disc technology, the storage, retrieval, and transmission of digital data relies upon the theory of coding and information for efficient and error-free performance. This course is about choosing representations that minimize the amount of data (compression) and the probability of an error in data handling (error-correcting codes). Prerequisite: A knowledge of basic probability theory at the level ofAPMA 1650or MATH 1610.",Bulletin
APMA 1940B, Information and Coding Theory,"Originally developed by C.E. Shannon in the 1940s for describing bounds on information rates across telecommunication channels, information and coding theory is now employed in a large number of disciplines for modeling and analysis of problems that are statistical in nature. This course provides a general introduction to the field. Main topics include entropy, error correcting codes, source coding, data compression. Of special interest will be the connection to problems in pattern recognition. Includes a number of projects relevant to neuroscience, cognitive and linguistic sciences, and computer vision. Prerequisites: High school algebra, calculus. MATLAB or other computer experience helpful. Prior exposure to probability theory/statistics helpful.",Bulletin
APMA 1940C, Introduction to Mathematics of Fluids,"Equations that arise from the description of fluid motion are born in physics, yet are interesting from a more mathematical point of view as well. Selected topics from fluid dynamics introduce various problems and techniques in the analysis of partial differential equations. Possible topics include stability, existence and uniqueness of solutions, variational problems, and active scalar equations. No prior knowledge of fluid dynamics is necessary.",Bulletin
APMA 1940D, Iterative Methods,"Large, sparse systems of equations arise in many areas of mathematical application and in this course we explore the popular numerical solution techniques being used to efficiently solve these problems. Throughout the course we will study preconditioning strategies, Krylov subspace acceleration methods, and other projection methods. In particular, we will develop a working knowledge of the Conjugate Gradient and Minimum Residual (and Generalized Minimum Residual) algorithms. Multigrid and Domain Decomposition Methods will also be studied as well as parallel implementation, if time permits.",Bulletin
APMA 1940E, Mathematical Biology,"This course is designed for undergraduate students in mathematics who have an interest in the life sciences. No biological experience is necessary, as we begin by a review of the relevant topics. We then examine a number of case studies where mathematical tools have been successfully applied to biological systems. Mathematical subjects include differential equations, topology and geometry.",Bulletin
APMA 1940F, Mathematics of Physical Plasmas,"Plasmas can be big, as in the solar wind, or small, as in fluorescent bulbs. Both kinds are described by the same mathematics. Similar mathematics describes semiconducting materials, the movement of galaxies, and the re-entry of satellites. We consider how all of these physical systems are described by certain partial differential equations. Then we invoke the power of mathematics. The course is primarily mathematical. Prerequisites:APMA 0340or0360,MATH 0180or0200or0350, andPHYS 0060or PHYS 0080 orENGN 0510.",Bulletin
APMA 1940G, Multigrid Methods,Mulitgrid methods are a very active area of research in Applied Mathematics. An introduction to these techniques will expose the student to cutting-edge mathematics and perhaps pique further interest in the field of scientific computation.,Bulletin
APMA 1940H, Numerical Linear Algebra,"This course will deal with advanced concepts in numerical linear algebra. Among the topics covered: Singular Value Decompositions (SVD) QR factorization, Conditioning and Stability and Iterative Methods.",Bulletin
APMA 1940I, The Mathematics of Finance,The mathematics of speculation as reflected in the securities and commodities markets. Particular emphasis placed on the evaluation of risk and its role in decision-making under uncertainty. Prerequisite: basic probability.,Bulletin
APMA 1940J, The Mathematics of Speculation,The course will deal with the mathematics of speculation as reflected in the securities and commodities markets. Particular emphasis will be placed on the evaluation of risk and its role in decision making under uncertainty. Prerequisite: basic probability.,Bulletin
APMA 1940K, Fluid Dynamics and Physical Oceanography,"Introduction to fluid dynamics as applied to the mathematical modeling and simulation of ocean dynamics and near-shore processes. Oceanography topics include: overview of atmospheric and thermal forcing of the oceans, ocean circulation, effects of topography and Earth's rotation, wind-driven currents in upper ocean, coastal upwelling, the Gulf Stream, tidal flows, wave propagation, tsunamis.",Bulletin
APMA 1940L, Mathematical Models in Biophysics,"Development mathematical descriptions of biological systems aid in understanding cell function and physiology. The course will explore a range of topics including: biomechanics of blood flow in arteries and capillaries, motile cells and chemotaxis, cell signaling and quorum sensing, and additional topics. Formulating and using numerical simulations will be a further component. Students will develop individual projects. Prerequisites:APMA 0360, orAPMA 0340, or written permission.",Bulletin
APMA 1940M, The History of Mathematics,"The course will not be a systematic survey but will focus on specific topics in the history of mathematics such as Archimedes and integration. Oresme and graphing, Newton and infinitesimals, simple harmonic motion, the discovery of 'Fourier' series, the Monte Carlo method, reading and analyzing the original texts. A basic knowledge of calculus will be assumed.",Bulletin
APMA 1940N, Introduction to Mathematical Models in Computational Biology,"This course is designed to introduce students to the use of mathematical models in biology as well as some more recent topics in computational biology. Mathematical techniques will involve difference equations and dynamical systems theory, ordinary differential equations and some partial differential equations. These techinques will be applied in the study of many biological applications such as: (i) Difference Equations: population dynamics, red blood cell production, population genetics; (ii) Ordinary Differential Equations: predator/prey models, Lotka/Volterra model, modeling the evolution of the genome, heart beat model/cycle, tranmission dynamics of HIV and gonorrhea; (iii) Partial Differential Equations: tumor growth, modeling evolution of the genome, pattern formation. Prerequisites:APMA 0330and0340.",Bulletin
APMA 1940O, Approaches to Problem Solving in Applied Mathematics,"The aim of the course is to illustrate through the examination of unsolved (but elementary) problems the ways in which professional applied mathematicians approach the solution of such questions. Ideas considered include: choosing the ""simplest"" nontrivial example; generalization; and specification. Ways to think outside convention. Some knowledge of probability and linear algebra helpful.Suggested reading.""How to solve it"", G. Polya""Nonplussed"", Julian Havil",Bulletin
APMA 1940P, Biodynamics of Block Flow and Cell Locomotion,. Biodynamics of Block Flow and Cell Locomotion.,Bulletin
APMA 1940Q, Filtering Theory,"Filtering (estimation of a ""state process"" from noisy data) is an important area of modern statistics. It is of central importance in navigation, signal and image processing, control theory and other areas of engineering and science. Filtering is one of the exemplary areas where the application of modern mathematics and statistics leads to substantial advances in engineering. This course will provide a student with the working knowledge sufficient for cutting edge research in the field of nonlinear filtering and its practical applications. Topics will include: hidden Markov models, Kalman and Wiener filters, optimal nonlinear filtering, elements of Ito calculus and Wiener chaos, Zakai and Kushner equations, spectral separating filters and wavelet based filters, numerical implementation of filters. We will consider numerous applications of filtering to speech recognition, analysis of financial data, target tracking and image processing. No prior knowledge in the field is required but a good understanding of the basic Probability Theory (APMA1200 or APMA2630) is important.",Bulletin
APMA 1940R, Linear and Nonlinear Waves,"From sound and light waves to water waves and traffic jams, wave phenomena are everywhere around us. In this seminar, we will discuss linear and nonlinear waves as well as the propagation of wave packets. Among the tools we shall use and learn about are numerical simulations in Matlab and analytical techniques from ordinary and partial differential equations. We will also explore applications in nonlinear optics and to traffic flow problems. Prerequisites:MATH 0180and eitherAPMA 0330-0340orAPMA 0350-0360. No background in partial differential equations is required.",Bulletin
APMA 1940Y, Wavelets and Applications,"The aim of the course is to introduce you to: the relatively new and interdisciplinary area of wavelets; the efficient and elegants algorithms to which they give rise including the wavelet transform; and the mathematical tools that can be used to gain a rigorous understanding of wavelets. We will also cover some of the applications of these tools including the compression of video streams, approximation of solution of partial differential equations, and signal analysis.",Bulletin
APMA 1941D, Pattern Theory,"This course is an introduction to some probabilistic models and numerical algorithms that model some aspects of human cognition. The class begins with stochastic models of language introduced by Shannon and develops related models for speech and vision. The classes stresses mathematical foundations, in particular the role of information theory in developing Bayesian models and the increasing importance of dynamics in several algorithms, especially in optimization and deep learning. Student assessment will be based on computational projects that implement the principles discussed in lecture.",Bulletin
APMA 1941I, Enumerative Combinatorics,"A senior seminar on formal techniques in enumeration—that is, the study of counting things. Topics include elementary counting techniques, including the principle of inclusion-exclusion, along with more sophisticated techniques, such as generating functions and Polya theory. This will be an active learning course; our text will consist of a sequence of problems to be solved, and we will spend a significant portion of class time working in small groups on those problems. Students will also give presentations to the class.SprAPMA1941IS0126643TTh9:00-10:20(05)(S. Brauner)",Bulletin
APMA 1941J, Topics in High-Dimensional Probability,"This course covers a selection of topics in high-dimensional probability, the study of random objects, such as vectors or matrices, that take value in a high-dimensional space. We will cover classical concentration inequalities, such as Hoeffding and Chernoff inequalities, functional inequalities, such as the Poincare and log-Sobolev inequalities, as well as subgaussian and subexponential distributions. Students will have the opportunity to learn about further topics in high-dimensional probability by preparing a presentation on a topic of their choice as well as writing a report on the same topic; opportunities for instructor guidance will be given. Prerequisites: undergraduate probability, linear algebra, differential equations.MATH 1010is recommended.SprAPMA1941JS0127503TTh9:00-10:20(05)(M. Gordin)",Bulletin
APMA 1970, Independent Study,Section numbers vary by instructor. Please check Banner for the correct section number and CRN to use when registering for this course.,Bulletin
APMA 1971, Independent Study - WRIT,Section numbers vary by instructor. Please check Banner for the correct section number and CRN to use when registering for this course. This course should be taken in place ofAPMA 1970if it is to be used to satisfy the WRIT requirement.,Bulletin
APMA 2050, Mathematical Methods of Applied Science,"Introduces science and engineering graduate students to a variety of fundamental mathematical methods. Topics include linear algebra, complex variables, Fourier series, Fourier and Laplace transforms and their applications, ordinary differential equations, tensors, curvilinear coordinates, partial differential equations, and calculus of variations.",Bulletin
APMA 2060, Mathematical Methods of Applied Science,"Introduces science and engineering graduate students to a variety of fundamental mathematical methods. Topics include linear algebra, complex variables, Fourier series, Fourier and Laplace transforms and their applications, ordinary differential equations, tensors, curvilinear coordinates, partial differential equations, and calculus of variations.",Bulletin
APMA 2070, Deep Learning for Scientists & Engineers,"This course introduces concepts and implementation of deep learning techniques for computational science and engineering problems to first or second year graduate students. This course entails various methods, including theory and implementation of deep learning techniques to solve a broad range of problems using scientific machine learning. Lectures and tutorials on Python, Tensorflow and PyTorch are also included. Students will understand the underlying theory and mathematics of deep learning; analyze and synthesize data in order to model physical, chemical, biological, and engineering systems; and apply physics-informed neural networks and neural operators to model and simulate multiphysics systems. Undergraduate students who want to enroll in this course should request an override through Courses@Brown.SprAPMA2070S0126116M3:00-5:30(13)(G. Karniadakis)",Bulletin
APMA 2080, Inference in Genomics and Molecular Biology,Massive quantities of fundamental biological and geological sequence data have emerged. The goal of this course is to enable students to construct and apply probabilistic models to draw inferences from sequence data on problems novel to them. Statistical topics: Bayesian inferences; estimation; hypothesis testing and false discovery rates; statistical decision theory; change point algorithm; hidden Markov models; Kalman filters; and significances in high dimensions. Prerequisites:APMA 1650or equivalent;APMA 0160orCSCI 0111or equivalent.,Bulletin
APMA 2110, Real Analysis,"Provides the basis of real analysis which is fundamental to many of the other courses in the program: metric spaces, measure theory, and the theory of integration and differentiation.",Bulletin
APMA 2120, Hilbert Spaces and Their Applications,"A continuation ofAPMA 2110: metric spaces, Banach spaces, Hilbert spaces, the spectrum of bounded operators on Banach and Hilbert spaces, compact operators, applications to integral and differential equations.",Bulletin
APMA 2130, Methods of Applied Mathematics: Partial Differential Equations,Solution methods and basic theory for first and second order partial differential equations. Geometrical interpretation and solution of linear and nonlinear first order equations by characteristics; formation of caustics and propagation of discontinuities. Classification of second order equations and issues of well-posed problems. Green's functions and maximum principles for elliptic systems. Characteristic methods and discontinuous solutions for hyperbolic systems.,Bulletin
APMA 2140, Methods of Applied Mathematics: Integral Equations,"Integral equations. Fredholm and Volterra theory, expansions in orthogonal functions, theory of Hilbert-Schmidt. Singular integral equations, method of Wiener-Hopf. Calculus of variations and direct methods.",Bulletin
APMA 2160, Methods of Applied Mathematics: Asymptotics,"Calculus of asymptotic expansions, evaluation of integrals. Solution of linear ordinary differential equations in the complex plane, WKB method, special functions.",Bulletin
APMA 2170, Functional Analysis and Applications,Topics vary according to interest of instructor and class.,Bulletin
APMA 2190, Nonlinear Dynamical Systems I,"Basic theory of ordinary differential equations, flows, and maps. Two-dimensional systems. Linear systems. Hamiltonian and integrable systems. Lyapunov functions and stability. Invariant manifolds, including stable, unstable, and center manifolds. Bifurcation theory and normal forms. Nonlinear oscillations and the method of averaging. Chaotic motion, including horseshoe maps and the Melnikov method. Applications in the physical and biological sciences.FallAPMA2190S0118120Th2:30-3:50(12)(C. Curto)FallAPMA2190S0118120TTh2:30-3:50(12)(C. Curto)",Bulletin
APMA 2200, Nonlinear Dynamical Systems: Theory and Applications,"Basic theory of ordinary differential equations, flows, and maps. Two-dimensional systems. Linear systems. Hamiltonian and integrable systems. Lyapunov functions and stability. Invariant manifolds, including stable, unstable, and center manifolds. Bifurcation theory and normal forms. Nonlinear oscillations and the method of averaging. Chaotic motion, including horseshoe maps and the Melnikov method. Applications in the physical and biological sciences.SprAPMA2200S0126117TTh2:30-3:50(11)(M. Freilich)",Bulletin
APMA 2210, Topics in Nonlinear Dynamical Systems,"Topics to be covered in this course may vary depending on the audiences. One of the goals that is planned for this course is to discuss the boundary layers and/or the boundary value problems that appear and play a very important role in the kinetic theory of gases; in particular, in the theory of the Boltzmann equations. Students are encouraged to attend and participate in the kinetic theory program offered by the ICERM institute in the Fall 2011 semester. This course may be taken twice for credit.",Bulletin
APMA 2230, Partial Differential Equations I,"The theory of the classical partial differential equations, as well as the method of characteristics and general first order theory. Basic analytic tools include the Fourier transform, the theory of distributions, Sobolev spaces, and techniques of harmonic and functional analysis. More general linear and nonlinear elliptic, hyperbolic, and parabolic equations and properties of their solutions, with examples drawn from physics, differential geometry, and the applied sciences. Generally, semester II of this course concentrates in depth on several special topics chosen by the instructor.FallAPMA2230S0118121TTh9:00-10:20(05)(H. Dong)",Bulletin
APMA 2240, Partial Differential Equations II,"The theory of the classical partial differential equations, as well as the method of characteristics and general first order theory. Basic analytic tools include the Fourier transform, the theory of distributions, Sobolev spaces, and techniques of harmonic and functional analysis. More general linear and nonlinear elliptic, hyperbolic, and parabolic equations and properties of their solutions, with examples drawn from physics, differential geometry, and the applied sciences. Generally, semester II of this course concentrates in depth on several special topics chosen by the instructor.SprAPMA2240S0126118TTh1:00-2:20(08)(H. Dong)",Bulletin
APMA 2260, Introduction to Stochastic Control Theory,"The course serves as an introduction to the theory of stochastic control and dynamic programming technique. Optimal stopping, total expected (discounted) cost problems, and long-run average cost problems will be discussed in discrete time setting. The last part of the course deals with continuous time determinstic control and game problems. The course requires some familiarity with the probability theory.",Bulletin
APMA 2410, Fluid Dynamics I,"Formulation of the basic conservation laws for a viscous, heat conducting, compressible fluid. Molecular basis for thermodynamic and transport properties. Kinematics of vorticity and its transport and diffusion. Introduction to potential flow theory. Viscous flow theory; the application of dimensional analysis and scaling to obtain low and high Reynolds number limits.",Bulletin
APMA 2420, Fluid Mechanics II,"Introduction to concepts basic to current fluid mechanics research: hydrodynamic stability, the concept of average fluid mechanics, introduction to turbulence and to multiphase flow, wave motion, and topics in inviscid and compressible flow.",Bulletin
APMA 2450, Exchange Scholar Program,FallAPMA2450S0116647Arranged'To Be Arranged'SprAPMA2450S0125228Arranged'To Be Arranged',Bulletin
APMA 2470, Topics in Fluid Dynamics,"Initial review of topics selected from flow stability, turbulence, turbulent mixing, surface tension effects, and thermal convection. Followed by focussed attention on the dynamics of dispersed two-phase flow and complex fluids.",Bulletin
APMA 2480, Topics in Fluid Dynamics,No description available.,Bulletin
APMA 2550, Numerical Solution of Partial Differential Equations I,"Finite difference methods for solving time-dependent initial value problems of partial differential equations. Fundamental concepts of consistency, accuracy, stability and convergence of finite difference methods will be covered. Associated well-posedness theory for linear time-dependent PDEs will also be covered. Some knowledge of computer programming expected.FallAPMA2550S0118122W3:00-5:30(10)(M. Ainsworth)",Bulletin
APMA 2560, Numerical Solution of Partial Differential Equations II,"An introduction to weighted residual methods, specifically spectral, finite element and spectral element methods. Topics include a review of variational calculus, the Rayleigh-Ritz method, approximation properties of spectral end finite element methods, and solution techniques. Homework will include both theoretical and computational problems.SprAPMA2560S0126119W3:00-5:30(10)(B. Keith)",Bulletin
APMA 2570A, Numerical Solution of Partial Differential Equations III,"We will cover spectral methods for partial differential equations. Algorithm formulation, analysis, and efficient implementation issues will be addressed. Prerequisite:APMA 2550or equivalent knowledge in numerical methods.FallAPMA2570AS0118123M3:00-5:30(03)(J. Guzman)",Bulletin
APMA 2570B, Numerical Solution of Partial Differential Equations III,"We will cover finite element methods for ordinary differential equations and for elliptic, parabolic and hyperbolic partial differential equations. Algorithm development, analysis, and computer implementation issues will be addressed. In particular, we will discuss in depth the discontinuous Galerkin finite element method. Prerequisite:APMA 2550or equivalent knowledge in numerical methods.",Bulletin
APMA 2580A, Computational Fluid Dynamics,"The course will focus primarily on finite difference methods for viscous incompressible flows. Other topics will include multiscale methods, e.g. molecular dynamics, dissipative particle dynamics and lattice Boltzmann methods. We will start with the mathematical nature of the Navier-Stokes equations and their simplified models, learn about high-order explicit and implicit methods, time stepping, and fast solvers. We will then cover advection-diffusion equations and various forms of the Navier-Stokes equations in primitive variables and in vorticity/streamfunction formulations. In addition to the homeworks the students are required to develop a Navier-Stokes solver as a final project.",Bulletin
APMA 2580B, Computational Fluid Dynamics for Compressible Flows,"An introduction to computational fluid dynamics with emphasis on compressible flows. We will cover finite difference, finite volume and finite element methods for compressible Euler and Navier-Stokes equations and for general hyperbolic conservation laws. Background material in hyperbolic partial differential equations will also be covered. Algorithm development, analysis, implementation and application issues will be addressed. Prerequisite:APMA 2550or equivalent knowledge in numerical methods.",Bulletin
APMA 2580C, Optimization,"This course provides a solid presentation of modern convex analysis and convex optimization algorithms for large scale problems. Topics include: Ekeland's variational principle, subdifferential calculus, duality and Fenchel-Legendre transform, projection on a closed convex set, proximal operators and Moreau's regularization, accelerated and optimal first-order methods, Hopf/Lax-Oleinik representation formulas for Hamilton-Jacobi equations. The course will provide the mathematical and algorithmic underpinnings. It will also explore some applications in signal and image processing, optimal control and machine learning.",Bulletin
APMA 2610, Recent Applications of Probability and Statistics,"This course develops the mathematical foundations of modern applications of statistics to the computational, cognitive, engineering, and neural sciences. The course is rigorous, but the emphasis is on application. Topics include: Gibbs ensembles and their relation to maximum entropy, large deviations, exponential models and information theory; statistical estimation and classification; graphical models, dynamic programming, MCMC, parameter estimation, and the EM algorithm. Graduate version: 2610; Undergraduate version: 1740. Prerequisites: Multivariable calculus; Linear algebra;APMA 1655or equivalent, programming experience, strong mathematics background.APMA 1200orAPMA 1690or similar courses recommended.MATH 1010or equivalent is recommended forAPMA 2610.SprAPMA2610S0126115TTh10:30-11:50(09)(O. Nguyen)",Bulletin
APMA 2630, Theory of Probability I,"Part one of a two semester course that provides an introduction to probability theory based on measure theory. The first semester (APMA 2630) covers the following topics: countable state Markov chains, review of real analysis and metric spaces, probability spaces, random variables and measurable functions, Borel-Cantelli lemmas, weak and strong laws of large numbers, conditional expectation and beginning of discrete time martingale theory. Prerequisites—undergraduate probability and analysis, co-requisite—graduate real analysis.FallAPMA2630S0118124TTh1:00-2:20(06)(O. Nguyen)",Bulletin
APMA 2640, Theory of Probability II,"Part two of a two semester course that provides an introduction to probability theory based on measure theory. Standard topics covered in the second-semester (APMA 2640) include the following: discrete time martingale theory, weak convergence (also called convergence in distribution) and the central limit theorem, and a study of Brownian motion. Optional topics include the ergodic theorem and large deviation theory. Prerequisites—undergraduate probability and analysis, co-requisite—graduate real analysis.SprAPMA2640S0126120TTh2:30-3:50(11)(Y. Sohn)",Bulletin
APMA 2660, Stochastic Processes,"Review of the theory of stochastic differential equations and reflected SDEs, and of the ergodic and stability theory of these processes. Introduction to the theory of weak convergence of probability measures and processes. Concentrates on applications to the probabilistic modeling, control, and approximation of modern communications and queuing networks; emphasizes the basic methods, which are fundamental tools throughout applications of probability.",Bulletin
APMA 2670, Mathematical Statistics I,"The course covers advanced modern methods for high dimensional parametric statistical learning theory. Topics include: (1) Maximum likelihood and Bayesian parameter and set estimation for both iid data and Graphical Models; (2) Linear regression including ridge regression, lasso, principal components, and study of issues such as model selection and overparametrization; (3) Linear classification including Bayesian classification, discriminant analysis, Fisher discriminant analysis, flexible discriminant analysis, support vector machines, and perceptron; (4) Classical and Bayesian hypothesis testing; (5) Coherent presentation of Markov Graphical Models, Hidden Graphical models, and computational algorithms for optimization and simulation such as Markov Chain Monte, Dynamic Programming, and Bootstrap; (6) Infinite data asymptotics for inference and phase transitions for Markov Graphical Models. Prerequisite:APMA 2630or equivalent.FallAPMA2670S0118125Th4:00-6:30(04)(B. Gidas)",Bulletin
APMA 2680, Mathematical Statistics II,"The course presents modern methods and tools for nonparametric statistical learning theory. Topics include: (1) Kernel methods for density estimation and regression, analysis of overfitting/underfitting, undersmoothing/oversmoothing, model selection via cross validation; (2) Penalty methods for regression based on Reproducing Kernel Hilbert Spaces; (3) Classification and regression trees; (4) Aggregating classifiers including BAGGING, Random forest, and Boosting; (5) Projection pursuit and neural network approximations for regression and classification; (6) Deep learning including convolution networks and neural network transformers; (7) Rademacher complexity, VC-dimension, Covering number, and concentration inequalities; (8) Application of concentration inequalities to high-probability bounds for regression and classification; (9) Model selection via structural risk minimization. Prerequisites:APMA 2670SprAPMA2680S0126122Th4:00-6:30(17)(B. Gidas)",Bulletin
APMA 2720, Information Theory,"Information theory and its relationship with probability, statistics, and data compression. Entropy. The Shannon-McMillan-Breiman theorem. Shannon's source coding theorems. Statistical inference; hypothesis testing; model selection; the minimum description length principle. Information-theoretic proofs of limit theorems in probability: Law of large numbers, central limit theorem, large deviations, Markov chain convergence, Poisson approximation, Hewitt-Savage 0-1 law. Prerequisites:APMA 2630,1710.",Bulletin
APMA 2810A, Computational Biology,"Provides an up-to-date presentation of the main problems and algorithms in bioinformatics. Emphasis is given to statistical/ probabilistic methods for various molecular biology tasks, including: comparison of genomes of different species, finding genes and motifs, understanding transcription control mechanisms, analyzing microarray data for gene clustering, and predicting RNA structure.",Bulletin
APMA 2810B, Computational Molecular Biology,"Provides an up-to-date presentation of problems and algorithms in bioinformatics, beginning with an introduction to biochemistry and molecular genetics. Topics include: proteins and nucleic acids, the genetic code, the central dogma, the genome, gene expression, metabolic transformations, and experimental methods (gel electrophoresis, X-ray crystallography, NMR). Also, algorithms for DNA sequence alignment, database search tools (BLAST), and DNA sequencing.",Bulletin
APMA 2810C, Elements of High Performance Scientific Computing,No description available.,Bulletin
APMA 2810D, Elements of High Performance Scientific Computing II,No description available.,Bulletin
APMA 2810E, Far Field Boundary Conditions for Hyperbolic Equations,No description available.,Bulletin
APMA 2810F, Introduction to Non-linear Optics,No description available.,Bulletin
APMA 2810G, Large Deviations,No description available.,Bulletin
APMA 2810H, Math of Finance,No description available.,Bulletin
APMA 2810I, Mathematical Models and Numerical Analysis in Computational Quantum Chemistry,"We shall present on some models in the quantum chemistry field (Thomas Fermi and related, Hartree Fock, Kohn Sham) the basic tools of functional analysis for the study of their solutions. Then some of the discretization methods and iterative algorithms to solve these problems will be presented and analyzed. Some of the open problems that flourish in this field will also be presented all along the lectures.",Bulletin
APMA 2810J, Mathematical Techniques for Neural Modeling,No description available.,Bulletin
